Date,Open,Close,Volume,Moving_Avg_20,Moving_Avg_50,Upper_Bollinger,Lower_Bollinger,RSI,EMA_12,EMA_26,MACD,Signal_Line,OBV,Cumulative_Return,ROC_10,Momentum,%K,%D
2000-01-18,36.71875,36.78125,9293000.0,36.89204545454545,36.89204545454545,38.80527318299523,34.97881772609568,45.103092783505154,36.64903846153847,36.636574074074076,0.012464387464390825,0.002492877492876744,-1536600.0,-0.031275720164609,-3.1275720164609053,-1.1875,41.52542372881356,59.6045197740113
2000-01-19,36.75,36.0625,10653200.0,36.822916666666664,36.822916666666664,38.70893228808724,34.93690104524609,42.579075425790755,36.67067307692308,36.72800925925926,-0.05733618233617932,-0.0027698638809749493,-12189800.0,-0.05020576131687238,-1.1986301369863013,-0.4375,22.033898305084744,33.61581920903955
2000-01-20,36.1875,34.875,12001800.0,36.67307692307692,36.67307692307692,38.77739035410987,34.56876349204397,38.97550111358574,35.87980769230769,35.97453703703704,-0.09472934472934469,-0.018835074390629813,-24191600.0,-0.08148148148148149,-4.123711340206185,-1.5,0.0,21.1864406779661
2000-01-21,35.75,33.5625,15470200.0,36.450892857142854,36.450892857142854,39.06852380100064,33.83326191328507,35.64154786150712,34.67307692307692,34.77777777777778,-0.10470085470085877,-0.014957264957264411,-39661800.0,-0.11604938271604937,-9.29054054054054,-3.4375,0.0,7.344632768361581
2000-01-24,33.65625,34.75,11949000.0,36.3375,36.3375,39.0084624068061,33.666537593193894,40.26465028355388,33.74519230769231,33.65046296296296,0.09472934472934469,-0.021604938271604764,-27712800.0,-0.08477366255144037,-1.4184397163120568,-0.5,22.093023255813954,7.364341085271318
2000-01-25,34.46875,32.9375,17025400.0,36.125,36.125,39.2150546111679,33.0349453888321,39.44444444444444,34.47115384615385,34.61574074074074,-0.14458689458689378,-0.02880658436213916,-44738200.0,-0.13251028806584364,-11.428571428571429,-4.25,0.0,7.364341085271318
2000-01-26,32.96875,31.78125,13137200.0,35.869485294117645,35.869485294117645,39.52888800097514,32.21008258726015,37.17277486910994,32.75961538461539,32.851851851851855,-0.09223646723646794,-0.04625672681228189,-57875400.0,-0.16296296296296298,-12.176165803108809,-4.40625,0.0,7.364341085271318
2000-01-27,31.90625,32.375,7790800.0,35.67534722222222,35.67534722222222,39.589061495882184,31.76163294856226,37.06293706293706,31.872596153846153,31.82523148148148,0.047364672364672344,-0.05816714150047394,-50084600.0,-0.14732510288065848,-12.5,-4.625,8.296943231441048,2.7656477438136826
2000-01-28,31.9375,29.75,13778600.0,35.36348684210526,35.36348684210526,40.038711998518366,30.688261685692154,35.33333333333333,31.971153846153847,32.18055555555556,-0.20940170940171043,-0.06093700538144967,-63863200.0,-0.21646090534979423,-23.595505617977526,-9.1875,0.0,2.7656477438136826
2000-01-31,30.375,31.09375,11168800.0,35.15,35.15,40.08492187854767,30.215078121452326,33.218588640275385,29.95673076923077,29.849537037037038,0.10719373219373196,-0.050411522633745105,-52694400.0,-0.18106995884773658,-15.102389078498293,-5.53125,14.625850340136054,7.640931190525701
2000-02-01,31.0625,31.75,8346800.0,34.8390625,34.98809523809524,39.80971134273302,29.868413657266974,37.54385964912281,31.19471153846154,31.14236111111111,0.052350427350429385,-0.03822412155745525,-44347600.0,-0.16378600823045264,-13.678844519966017,-5.03125,21.768707482993197,12.131519274376416
2000-02-02,32.46875,32.9375,12191000.0,34.6609375,34.89488636363637,39.63629928762542,29.685575712374582,38.83161512027491,31.93269230769231,31.837962962962962,0.09472934472934824,-0.017173156062044923,-32156600.0,-0.13251028806584364,-8.665511265164644,-3.125,34.69387755102041,23.69614512471655
2000-02-03,33.0,34.0,9175400.0,34.5421875,34.85597826086956,39.45831274431214,29.626062255687856,35.74007220216606,33.10096153846154,33.0162037037037,0.08475783475783771,0.0038778094333657975,-22981200.0,-0.1045267489711934,-2.5089605734767026,-0.875,60.44444444444444,38.96900982615268
2000-02-04,34.09375,33.6875,8193000.0,34.3765625,34.807291666666664,39.16559340645972,29.58753159354028,40.408163265306115,33.95192307692308,33.97685185185185,-0.02492877492876744,-0.009417537195313328,-31174200.0,-0.11275720164609049,0.37243947858473,0.125,56.00000000000001,50.37944066515495
2000-02-07,33.75,37.0,14433200.0,34.4640625,34.895,39.382487303668555,29.54563769633144,50.5922165820643,34.19711538461539,33.93287037037037,0.2642450142450201,0.036008230452677106,-16741000.0,-0.02551440329218102,6.474820143884892,2.25,100.0,72.14814814814815
2000-02-08,37.03125,38.03125,13221200.0,34.50625,35.015625,39.536242283137334,29.476257716862673,55.24126455906822,37.15865384615385,37.076388888888886,0.08226495726496097,0.05539727761950254,-3519800.0,0.0016460905349793276,15.464895635673626,5.09375,100.0,85.33333333333333
2000-02-09,38.03125,36.625,12856600.0,34.528125,35.07523148148148,39.59259018062761,29.463659819372396,54.60526315789474,37.81490384615385,37.927083333333336,-0.112179487179489,0.03767014878126239,-16376400.0,-0.03539094650205765,15.240904621435595,4.84375,83.01886792452831,94.33962264150944
2000-02-10,37.125,36.1875,11891800.0,34.4875,35.114955357142854,39.48101553200959,29.4939844679904,57.24137931034483,36.55769230769231,36.592592592592595,-0.034900284900288625,0.05705919594808703,-28268200.0,-0.04691358024691361,11.776061776061777,3.8125,77.73584905660378,86.9182389937107
2000-02-11,35.75,35.5625,9808800.0,34.31875,35.130387931034484,38.88926836862021,29.748231631379795,52.313167259786475,36.09134615384615,36.1412037037037,-0.04985754985754909,0.0396090534979447,-38077000.0,-0.06337448559670777,19.537815126050422,5.8125,70.18867924528301,76.9811320754717
2000-02-14,34.25,33.875,7839600.0,34.18125,35.088541666666664,38.623292708152704,29.739207291847297,52.688172043010745,35.30288461538461,35.4375,-0.1346153846153868,0.018835074390631788,-45916600.0,-0.10781893004115228,8.944723618090453,2.78125,49.81132075471698,65.9119496855346
2000-02-15,34.96875,34.5,12767600.0,34.0671875,35.069556451612904,38.34213724385665,29.792237756143358,58.04066543438077,33.97115384615385,33.9212962962963,0.04985754985754909,0.013849319404876326,-33149000.0,-0.09135802469135801,8.661417322834646,2.75,57.35849056603774,59.119496855345915
2000-02-16,35.375,33.09375,10502400.0,33.91875,35.0078125,38.10727599371187,29.730224006288132,52.02821869488537,34.28365384615385,34.39583333333333,-0.1121794871794819,-0.008032605254825853,-43651400.0,-0.1283950617283951,0.47438330170777987,0.15625,40.37735849056604,49.182389937106926
2000-02-17,33.1875,32.625,13026200.0,33.80625,34.93560606060606,38.00747945664342,29.605020543356574,59.23694779116466,33.02163461538461,33.05902777777778,-0.03739316239316537,-0.009417537195314511,-56677600.0,-0.14074074074074072,-4.044117647058823,-1.375,22.07207207207207,39.93597370955862
2000-02-18,32.875,31.5625,10657200.0,33.70625,34.83639705882353,38.02546197734762,29.387038022652376,51.53374233128835,32.46153846153846,32.5462962962963,-0.08475783475783771,-0.04819563152896538,-67334800.0,-0.16872427983539096,-6.307977736549166,-2.125,0.0,20.816476854212706
2000-02-22,32.25,32.25,8937200.0,33.58125,34.7625,37.91794319813344,29.244556801866555,51.63265306122449,31.668269230769234,31.613425925925927,0.05484330484330613,-0.05124248179803814,-58397600.0,-0.15061728395061724,-12.837837837837837,-4.75,10.628019323671497,10.900030465247857
2000-02-23,32.5,33.5,8480800.0,33.609375,34.72743055555556,37.935773275641495,29.28297672435851,51.82926829268293,32.44230769230769,32.342592592592595,0.09971509971509818,-0.027698638809750677,-49916800.0,-0.1176954732510288,-11.91454396055875,-4.53125,29.951690821256037,13.526570048309177
2000-02-24,33.875,35.0625,13187600.0,33.7734375,34.736486486486484,38.05658392976583,29.49029107023417,53.346456692913385,33.74038461538461,33.61574074074074,0.12464387464387272,-0.009971509971510528,-36729200.0,-0.07654320987654317,-4.266211604095563,-1.5625,54.106280193236714,31.561996779388082
2000-02-25,35.75,36.8125,10543400.0,33.9953125,34.79111842105263,38.430484934418566,29.56014006558143,59.025270758122744,35.33173076923077,35.19212962962963,0.13960113960113318,0.011079455523898614,-26185800.0,-0.030452674897119336,1.7271157167530224,0.625,81.15942028985508,55.07246376811594
2000-02-28,37.125,39.03125,14204800.0,34.459375,34.899839743589745,38.96590808658955,29.952841913410452,56.26204238921002,37.15384615384615,36.97685185185185,0.17699430199430566,0.04570275403608667,-11981000.0,0.027983539094650123,9.753954305799649,3.46875,100.0,78.42190016103059
2000-02-29,39.5,48.0,45132000.0,35.3046875,35.22734375,42.62009332727733,27.98928167272267,70.63389391979301,40.41105769230769,39.695601851851855,0.7154558404558387,0.11965811965811884,33151000.0,0.2641975308641975,41.69741697416974,14.125,100.0,93.71980676328502
2000-03-01,51.0,50.875,31296800.0,36.2609375,35.608993902439025,46.16263930332521,26.359235696674787,77.8048780487805,48.44230769230769,48.21296296296296,0.2293447293447315,0.1576052548274759,64447800.0,0.339917695473251,47.46376811594203,16.375,100.0,100.0
2000-03-02,50.0,48.75,18281200.0,37.0515625,35.921875,48.273132479842396,25.82999252015761,72.99771167048056,50.54807692307692,50.717592592592595,-0.16951566951567543,0.1429249762583081,46166600.0,0.28395061728395055,47.30878186968839,15.65625,88.9967637540453,96.33225458468178
2000-03-03,47.3125,46.75,12069800.0,37.6890625,36.17369186046512,49.6077058978066,25.770419102193394,69.49891067538127,48.44230769230769,48.60185185185185,-0.15954415954415424,0.13461538461538403,34096800.0,0.23127572016460896,43.29501915708812,14.125,78.64077669902912,89.21251348435813
2000-03-06,46.75,48.0,9417200.0,38.4046875,36.44247159090909,51.01059533790533,25.798779662094674,75.0,46.94230769230769,46.842592592592595,0.09971509971509818,0.1396011396011387,43514000.0,0.2641975308641975,52.07920792079208,16.4375,85.11326860841424,84.25026968716288
2000-03-07,47.78125,52.5,12998000.0,39.1796875,36.799305555555556,53.2435233283662,25.1158516716338,78.01556420233463,48.69230769230769,48.33333333333333,0.3589743589743648,0.16840772396327944,56512000.0,0.382716049382716,62.7906976744186,20.25,100.0,87.9180151024811
2000-03-08,51.5,50.5,10382600.0,39.803125,37.09714673913044,54.73149150959296,24.87475849040704,76.59980897803247,52.19230769230769,52.351851851851855,-0.15954415954416135,0.13683127572016454,46129400.0,0.3300411522633744,50.74626865671642,17.0,90.44776119402985,91.8536766008147
2000-03-09,49.5,55.0,13484400.0,40.721875,37.4780585106383,57.025113952090074,24.41863604790992,80.4421768707483,51.19230769230769,50.833333333333336,0.3589743589743577,0.16120607787274505,59613800.0,0.44855967078189307,56.86274509803921,19.9375,100.0,96.81592039800995
2000-03-10,54.0,53.1875,10916600.0,41.571875,37.805338541666664,58.63467141153755,24.509078588462444,78.83333333333334,54.72115384615385,54.86574074074074,-0.14458689458689378,0.12547483380816735,48697200.0,0.4008230452674897,44.48217317487266,16.375,92.03296703296702,94.16024274233229
2000-03-13,51.0,59.0,12176400.0,42.74375,38.23788265306123,61.22885913866675,24.258640861333244,81.3782991202346,54.081730769230774,53.61805555555556,0.46367521367521647,0.09749920861032042,60873600.0,0.553909465020576,51.16092874299439,19.96875,100.0,97.34432234432234
2000-03-14,62.5,55.75,18452000.0,43.8375,38.588125,62.69794881770481,24.977051182295188,74.92997198879551,58.5,58.75925925925927,-0.25925925925926663,0.04320987654320953,42421600.0,0.4683127572016461,16.145833333333336,7.75,86.42297650130548,92.81864784475749
2000-03-15,55.75,56.5,14819200.0,44.9375,38.95875,64.06919602422006,25.805803975779938,74.46504992867332,55.86538461538461,55.80555555555556,0.059829059829056064,0.06869262424817969,57240800.0,0.48806584362139915,11.056511056511056,5.625,88.73239436619718,91.71845695583421
2000-03-16,55.5,56.6875,8553600.0,46.1171875,39.3625,65.08285370645332,27.15152129354668,73.52071005917159,56.52884615384615,56.51388888888889,0.014957264957260463,0.08808167141500355,65794400.0,0.49300411522633736,16.28205128205128,7.9375,88.41940532081377,87.85825872943882
2000-03-17,56.71875,64.4375,13263200.0,47.7078125,39.92375,67.23674552046384,28.178879479536157,76.58600392413342,57.87980769230769,57.26157407407407,0.6182336182336243,0.14569484013928424,79057600.0,0.697119341563786,37.83422459893048,17.6875,100.0,92.38393322900366
2000-03-20,64.5625,67.8125,13230200.0,49.5203125,40.54,69.46431588373406,29.576309116265953,73.48148148148148,64.95673076923077,64.6875,0.2692307692307736,0.1357233301677741,92287800.0,0.786008230452675,41.27604166666667,19.8125,100.0,96.13980177360459
2000-03-21,68.5,59.625,14436000.0,50.8890625,41.0275,69.55931478304373,32.218810216956264,59.21052631578948,66.55288461538461,67.20601851851852,-0.6531339031339058,0.08088002532446915,77851800.0,0.5703703703703704,13.571428571428571,7.125,61.12759643916914,87.0425321463897
2000-03-22,64.5,70.5,17832800.0,52.7390625,41.69375,71.48672984393417,33.991395156065835,69.33333333333333,61.29807692307692,60.43055555555556,0.8675213675213627,0.13738524849635858,95684600.0,0.8567901234567901,39.603960396039604,20.0,100.0,87.0425321463897
2000-03-23,68.5,67.3125,10318000.0,54.3515625,42.31625,72.22496226044598,36.47816273955402,67.89989118607181,70.00961538461539,70.26388888888889,-0.25427350427349893,0.12519784742006912,85366600.0,0.7728395061728395,22.386363636363637,12.3125,85.83333333333333,82.32030992416749
2000-03-24,67.0,67.375,11523800.0,55.8796875,42.92375,72.62996090458327,39.12941409541674,67.22222222222223,67.32211538461539,67.31712962962962,0.004985754985767699,0.07423235201013038,96890400.0,0.774485596707819,26.674500587544063,14.1875,84.375,90.06944444444444
2000-03-27,69.75,69.75,6885800.0,57.415625,43.54,73.27055299656674,41.56069700343326,65.93533487297921,67.74038461538461,67.55092592592592,0.18945868945868938,0.12408990186768104,103776200.0,0.837037037037037,18.220338983050848,10.75,96.25,88.81944444444444
2000-03-28,70.21875,68.25,8214800.0,58.428125,44.1725,74.33757658297584,42.518673417024154,66.55011655011654,69.51923076923077,69.63888888888889,-0.11965811965811213,0.10414688192466236,95561400.0,0.7975308641975309,22.421524663677133,12.5,87.00361010830325,89.20953670276775
2000-03-29,68.25,67.25,13478600.0,59.246875,44.781875,75.20500664065663,43.288743359343364,62.219451371571076,68.09615384615384,68.17592592592592,-0.07977207977208423,0.09362139917695739,82082800.0,0.7711934156378601,19.02654867256637,10.75,81.2274368231047,88.16034897713598
2000-03-30,63.3125,60.5,11296800.0,59.834375,45.270625,75.01141547453882,44.65733452546119,56.64018161180476,66.21153846153847,66.75,-0.538461538461533,-0.03490028490028231,70786000.0,0.5934156378600823,6.725468577728775,3.8125,32.20338983050847,66.8114789206388
