Date,Open,Close,Volume,Moving_Avg_20,Moving_Avg_50,Upper_Bollinger,Lower_Bollinger,RSI,EMA_12,EMA_26,MACD,Signal_Line,OBV,Cumulative_Return,ROC_10,Momentum,%K,%D
2000-01-18,1465.1500244140625,1455.1400146484375,1056700000.0,1436.3681862571023,1436.3681862571023,1484.6769926446914,1388.0593798695131,49.97806296298033,1463.6100229116587,1464.4085422092014,-0.7985192975427253,0.49387754975866,2529800000.0,-5.494430828134611e-05,-0.0054944308281357135,-0.0799560546875,84.77101363146751,90.38606883817918
2000-01-19,1455.1400146484375,1455.9000244140625,1087800000.0,1437.9958394368489,1437.9958394368489,1485.416792150683,1390.5748867230147,50.18580714878914,1455.2569392277644,1455.1963116681134,0.06062755965103861,0.4767714763374645,3617600000.0,0.0004673202159319878,4.035956231519946,56.47998046875,85.92727407792594,90.2327625697978
2000-01-20,1455.9000244140625,1445.5699462890625,1100700000.0,1438.5784630408655,1438.5784630408655,1484.1745440894542,1392.9823819922767,47.50426043356344,1454.310781625601,1455.1348334418403,-0.8240518162392618,0.3733332900542084,2516900000.0,-0.0066313166451391625,3.0996113993584413,43.4599609375,70.21134346098131,80.30321039012493
2000-01-21,1445.5699462890625,1441.3599853515625,1209800000.0,1438.777143205915,1438.777143205915,1482.609663813061,1394.9446225987692,46.49185198551272,1444.9222599909854,1445.2580973307292,-0.3358373397438754,-0.0009748622487424857,1307100000.0,-0.009524323216142827,2.701203142159275,37.9100341796875,63.80641087545964,73.31500947145564
2000-01-24,1441.3599853515625,1401.530029296875,1115800000.0,1436.2940022786458,1436.2940022786458,1482.705360850211,1389.8826437070807,38.69065801883639,1435.2322998046875,1438.4096182364003,-3.17731843171282,-0.49697958090971245,191300000.0,-0.036894725530950745,-2.770778595322937,-39.93994140625,3.2100806002302864,45.74261164555708
2000-01-25,1401.530029296875,1410.030029296875,1073700000.0,1434.6525039672852,1434.6525039672852,1481.3736161831914,1387.931391751379,52.79107390692546,1402.8377216045672,1402.1596589265046,0.678062678062588,-0.2528777525522451,1265000000.0,-0.031053684196221787,-3.2635803434299566,-47.5699462890625,13.360579459874323,26.792356978521422
2000-01-26,1410.030029296875,1404.0899658203125,1117300000.0,1432.8547076056984,1432.8547076056984,1480.4594795387623,1385.2499356726346,50.51209905043828,1409.1161733774038,1409.5900245949074,-0.4738512175035794,-0.24959827699629183,147700000.0,-0.035135584937106,-2.3961524975977295,-34.4700927734375,4.023792392190723,6.864817484098443
2000-01-27,1404.0899658203125,1398.56005859375,1129500000.0,1430.9494493272568,1430.9494493272568,1479.8807097072984,1382.0181889472153,48.7621152507846,1403.2392108623799,1403.6803430627892,-0.4411322004093563,-0.45310536982628946,-981800000.0,-0.038935633959172766,-2.3522388833129693,-33.68994140625,0.0,5.794790617355015
2000-01-28,1398.56005859375,1360.1600341796875,1095800000.0,1427.2236906352796,1427.2236906352796,1484.810411805782,1369.6369694647772,29.455775808625546,1392.652362530048,1395.7156123408565,-3.063249810808429,-0.9305855418051578,-2077600000.0,-0.06532341394236574,-6.175157014962976,-89.52001953125,0.0,1.3412641307302409
2000-01-31,1360.1600341796875,1394.4599609375,993800000.0,1425.5855041503905,1425.5855041503905,1483.5198152872472,1367.6511930135339,35.388310377109576,1365.4369459885818,1362.700769495081,2.736176493500807,-0.5378415650225432,-1083800000.0,-0.04175314453406476,-4.824766221795793,-70.6900634765625,32.66971135176112,10.889903783920374
