Date,Open,Close,Volume,Moving_Avg_20,Moving_Avg_50,Upper_Bollinger,Lower_Bollinger,RSI,EMA_12,EMA_26,MACD,Signal_Line,OBV,Cumulative_Return,ROC_10,Momentum,%K,%D
2000-01-18,33.46875,33.78125,27733600.0,31.019886363636363,31.019886363636363,34.51103283624129,27.528739891031435,59.10290237467019,33.88701923076923,33.89699074074074,-0.009971509971506975,0.03296138018360237,32542800.0,0.06818181818181812,6.8181818181818175,2.15625,97.48427672955975,91.61078100930077
2000-01-19,33.875,35.59375,29092400.0,31.401041666666668,31.401041666666668,35.649983156953255,27.15210017638008,64.53089244851259,34.06009615384615,33.91550925925926,0.14458689458689378,0.05899810066476737,61635200.0,0.1254940711462451,18.3991683991684,5.53125,100.0,99.1614255765199
2000-01-20,35.96875,35.0,28180000.0,31.677884615384617,31.677884615384617,36.209377756518236,27.146391474250997,61.84210526315789,35.50240384615385,35.54976851851852,-0.047364672364672344,0.053319879708768364,33455200.0,0.10671936758893286,20.950323974082075,6.0625,91.07981220657277,96.18802964537751
2000-01-21,35.40625,35.3125,30846000.0,31.9375,31.9375,36.705022084576335,27.169977915423665,62.66094420600858,35.04807692307693,35.023148148148145,0.02492877492878165,0.05387385248496438,64301200.0,0.11660079051383399,21.83288409703504,6.328125,95.77464788732394,95.61815336463224
2000-01-24,35.078125,35.125,25352800.0,32.15,32.15,37.030074053521844,27.269925946478153,61.86440677966102,35.28365384615385,35.298611111111114,-0.014957264957267569,0.03129946185501788,38948400.0,0.11067193675889331,20.149652592196688,5.890625,92.95774647887323,93.27073552425664
2000-01-25,35.359375,36.109375,32854800.0,32.3974609375,32.3974609375,37.510836585183526,27.284085289816474,71.33406835722161,35.27644230769231,35.197916666666664,0.0785256410256423,0.0523504273504278,71803200.0,0.14179841897233203,14.292779426310585,4.515625,100.0,96.24413145539906
2000-01-26,36.015625,33.578125,27227600.0,32.466911764705884,32.466911764705884,37.45093019769239,27.482893331719378,64.89468405215646,35.71995192307692,35.921875,-0.2019230769230802,0.01606521050965526,44575600.0,0.06175889328063233,11.174340403517848,3.375,64.47368421052632,85.81047689646651
2000-01-27,34.296875,33.875,26986000.0,32.545138888888886,32.545138888888886,37.42569625210608,27.66458152567169,65.44916090819348,33.62379807692308,33.60011574074074,0.023682336182339725,0.024374802152580897,71561600.0,0.07114624505928857,6.640432857845549,2.109375,67.5,77.32456140350877
2000-01-28,33.65625,32.4375,31494800.0,32.53947368421053,32.53947368421053,37.28278001068769,27.796167357733367,59.41230486685032,33.65384615384615,33.76851851851852,-0.11467236467236575,-0.013018360240581709,40066800.0,0.025691699604743157,4.216867469879518,1.3125,37.83068783068783,56.601457347071374
2000-01-31,32.171875,34.3125,30351200.0,32.628125,32.628125,37.312516513172675,27.94373348682732,58.22306238185255,32.72596153846154,32.576388888888886,0.14957264957265437,0.00470876859765844,70418000.0,0.08498023715415015,1.19815668202765,0.40625,69.57671957671958,58.30246913580246
